,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,Predicted Status
21733,64313,Sales & Marketing,region_2,Bachelor's,m,other,1,48,2.0,4,0,0,50,0
21734,6307,Operations,region_22,Bachelor's,f,other,1,34,2.0,2,1,0,61,0
21735,39059,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,39,4.0,4,0,0,52,1
21736,58806,HR,region_22,Bachelor's,m,other,1,35,2.0,3,0,0,49,0
21737,53410,Technology,region_22,Master's & above,m,sourcing,2,47,4.0,2,0,0,79,0
21738,15742,Sales & Marketing,region_1,Master's & above,f,sourcing,1,32,3.0,3,0,0,47,0
21739,74763,Technology,region_7,Master's & above,f,sourcing,1,32,5.0,6,1,0,80,0
21740,44349,Sales & Marketing,region_31,Master's & above,m,other,1,43,4.0,4,0,0,48,1
21741,50019,Procurement,region_11,Bachelor's,f,other,1,35,5.0,2,1,0,71,0
21742,1002,Technology,region_7,Master's & above,f,other,1,33,4.0,5,1,0,80,0
21743,43324,Analytics,region_9,Master's & above,f,sourcing,2,31,4.0,7,1,0,82,0
21744,37719,Technology,region_2,Master's & above,f,other,1,57,2.0,19,0,0,77,0
21745,56040,Sales & Marketing,region_2,Bachelor's,m,other,2,24,1.0,2,0,0,50,0
21746,60675,HR,region_23,Bachelor's,f,sourcing,1,27,4.0,2,0,0,53,1
21747,5033,Operations,region_7,Master's & above,m,other,2,37,3.0,8,0,0,59,0
21748,12183,Sales & Marketing,region_7,Master's & above,m,sourcing,1,39,1.0,10,0,0,52,0
21749,44431,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,33,5.0,2,0,0,44,0
21750,52363,Analytics,region_26,Bachelor's,m,sourcing,1,27,3.0,3,0,0,89,1
21751,38673,Technology,region_22,Master's & above,m,other,2,32,1.0,5,0,0,78,0
21752,36531,Operations,region_4,Bachelor's,m,other,1,26,3.0,2,0,0,56,0
21753,16317,Procurement,region_7,Master's & above,m,sourcing,1,32,4.0,5,1,0,74,0
21754,67687,Analytics,region_19,Bachelor's,m,other,1,32,3.0,5,0,0,86,0
21755,1584,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,32,4.0,3,0,0,51,0
21756,46132,Procurement,region_2,Bachelor's,m,other,1,30,5.0,7,1,0,74,0
21757,54478,Analytics,region_22,,m,other,2,27,2.0,4,1,0,83,0
21758,51719,Operations,region_22,Bachelor's,m,other,1,24,,1,1,0,62,0
21759,25479,Operations,region_23,Bachelor's,m,other,1,33,1.0,6,0,0,64,0
21760,64481,Sales & Marketing,region_15,Bachelor's,m,other,1,38,1.0,4,0,0,52,0
21761,29421,Procurement,region_2,Master's & above,f,other,1,56,5.0,8,1,0,75,0
21762,8610,Procurement,region_7,Bachelor's,f,sourcing,1,47,3.0,7,0,0,66,0
21763,72263,Operations,region_15,Bachelor's,f,other,2,40,5.0,11,1,0,63,0
21764,46983,Operations,region_11,Bachelor's,m,other,1,31,,1,1,0,60,0
21765,33714,Sales & Marketing,region_32,Bachelor's,m,other,2,27,,1,0,0,46,0
21766,24262,Sales & Marketing,region_1,Master's & above,m,other,2,33,5.0,7,1,0,48,0
21767,28155,Operations,region_1,Bachelor's,m,other,1,28,5.0,3,1,0,56,0
21768,73382,Operations,region_26,Bachelor's,m,sourcing,1,29,5.0,2,1,0,59,0
21769,41029,Finance,region_31,Bachelor's,m,sourcing,1,27,3.0,5,0,0,60,0
21770,48247,Technology,region_21,Bachelor's,m,other,1,29,3.0,5,0,0,83,0
21771,75940,Operations,region_4,Bachelor's,f,other,1,44,3.0,4,0,0,58,0
21772,19496,HR,region_25,Master's & above,f,other,1,34,5.0,7,0,0,50,1
21773,65828,HR,region_2,Below Secondary,m,referred,1,24,3.0,2,0,0,56,0
21774,32431,Procurement,region_22,Master's & above,m,other,7,36,3.0,2,1,0,71,0
21775,48736,Finance,region_2,Bachelor's,m,sourcing,1,56,3.0,7,0,0,59,0
21776,64240,Sales & Marketing,region_27,Master's & above,m,other,1,33,1.0,5,0,0,51,0
21777,4716,Technology,region_22,Bachelor's,m,other,1,32,3.0,7,0,0,78,0
21778,63259,Analytics,region_21,Bachelor's,m,other,1,34,5.0,7,0,0,84,0
21779,3762,HR,region_29,Master's & above,m,other,1,34,3.0,9,0,0,51,0
21780,34382,Sales & Marketing,region_7,Master's & above,m,other,3,44,3.0,6,0,0,51,0
21781,50291,Operations,region_20,Bachelor's,f,other,1,29,,1,1,0,61,0
21782,68195,Sales & Marketing,region_22,Bachelor's,m,other,1,31,3.0,4,1,0,47,0
21783,66236,Sales & Marketing,region_22,Master's & above,m,other,1,39,3.0,11,0,0,51,0
21784,74346,Finance,region_2,Bachelor's,m,sourcing,2,26,4.0,2,1,0,61,0
21785,17136,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,25,5.0,2,1,0,50,0
21786,5966,R&D,region_22,Bachelor's,m,other,2,28,4.0,2,0,0,86,0
21787,73812,Technology,region_24,Bachelor's,m,other,1,29,3.0,3,1,1,86,0
21788,40445,Finance,region_26,Bachelor's,m,sourcing,1,30,3.0,3,1,0,57,0
21789,63505,Procurement,region_2,Bachelor's,m,other,1,33,3.0,7,1,0,72,0
21790,37674,Technology,region_2,Master's & above,m,referred,1,34,5.0,5,1,1,82,0
21791,63642,Finance,region_2,Bachelor's,f,other,2,35,3.0,4,0,0,61,0
21792,6187,Operations,region_9,Bachelor's,m,other,1,27,,1,1,0,61,1
21793,67932,Procurement,region_2,Master's & above,f,other,1,37,1.0,4,0,0,66,0
21794,46240,Sales & Marketing,region_2,Bachelor's,m,other,1,29,5.0,5,1,0,53,0
21795,42767,Technology,region_23,Master's & above,m,other,3,43,4.0,9,1,0,71,0
21796,73041,Analytics,region_22,Master's & above,m,other,1,44,2.0,4,0,0,90,0
21797,15765,Analytics,region_8,Bachelor's,m,other,1,29,,1,1,0,87,0
21798,9170,Sales & Marketing,region_26,Bachelor's,m,other,1,30,,1,0,0,49,0
21799,74178,Analytics,region_2,Bachelor's,m,sourcing,1,41,5.0,7,1,0,82,0
21800,42493,Sales & Marketing,region_28,Master's & above,m,sourcing,1,30,2.0,2,0,0,50,0
21801,60971,Operations,region_31,Bachelor's,m,other,1,31,5.0,6,1,0,64,1
21802,68452,Technology,region_7,Below Secondary,m,other,1,26,3.0,4,0,0,82,0
21803,10787,Sales & Marketing,region_4,Master's & above,m,other,1,50,5.0,5,1,0,51,1
21804,72113,Sales & Marketing,region_31,Master's & above,m,other,1,32,2.0,5,0,0,50,0
21805,53778,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,43,5.0,14,1,0,51,1
21806,40037,Sales & Marketing,region_2,,m,other,1,29,5.0,6,0,0,54,0
21807,12992,Sales & Marketing,region_20,Master's & above,m,other,1,31,5.0,7,1,0,46,0
21808,26544,Analytics,region_10,Bachelor's,m,other,2,29,3.0,3,0,0,87,0
21809,40372,Finance,region_30,Bachelor's,m,sourcing,1,30,5.0,4,1,0,60,0
21810,61345,R&D,region_4,Master's & above,m,other,1,37,4.0,7,1,0,87,0
21811,9293,Sales & Marketing,region_2,Bachelor's,m,referred,1,42,4.0,12,0,0,51,0
21812,55450,Technology,region_20,Master's & above,m,other,1,55,5.0,4,1,0,81,0
21813,55259,Operations,region_29,Bachelor's,f,other,1,31,3.0,10,0,0,65,0
21814,60734,Technology,region_2,Bachelor's,f,sourcing,2,44,3.0,6,0,0,77,0
21815,27299,Technology,region_2,Bachelor's,m,other,1,25,4.0,2,0,0,83,0
21816,61697,Technology,region_5,Bachelor's,f,other,1,30,3.0,3,0,0,81,0
21817,26328,Operations,region_14,Below Secondary,m,other,1,22,,1,1,0,61,0
21818,33806,Operations,region_31,Bachelor's,m,other,1,33,5.0,7,1,0,55,0
21819,62274,Technology,region_2,Bachelor's,m,sourcing,1,30,1.0,3,0,0,81,0
21820,36994,Procurement,region_22,Master's & above,m,other,2,33,3.0,8,0,0,71,0
21821,31115,Analytics,region_22,Bachelor's,m,sourcing,2,27,3.0,4,0,0,84,1
21822,9519,Sales & Marketing,region_17,Bachelor's,m,other,1,34,3.0,10,0,0,52,1
21823,1358,Operations,region_2,Bachelor's,f,sourcing,1,39,3.0,10,0,0,60,0
21824,59787,Technology,region_27,Bachelor's,f,sourcing,1,28,3.0,2,0,0,85,1
21825,38043,Sales & Marketing,region_26,,m,other,1,32,3.0,3,0,0,48,0
21826,77290,Procurement,region_7,Below Secondary,f,other,1,23,,1,1,0,66,0
21827,41120,Technology,region_4,Bachelor's,m,sourcing,1,26,4.0,2,0,0,79,0
21828,43785,Technology,region_25,Bachelor's,m,sourcing,1,30,1.0,8,0,0,80,0
21829,66817,Sales & Marketing,region_31,Master's & above,m,sourcing,4,38,1.0,12,0,0,51,1
21830,31855,Sales & Marketing,region_26,Bachelor's,m,other,1,34,3.0,3,0,0,48,0
21831,54968,Operations,region_11,Bachelor's,m,sourcing,1,34,4.0,10,1,0,59,0
21832,73717,HR,region_2,Master's & above,m,sourcing,1,39,2.0,9,0,0,46,0
21833,51113,Finance,region_13,Bachelor's,m,other,1,30,4.0,3,1,0,60,0
21834,18381,Legal,region_2,Bachelor's,m,other,1,59,5.0,13,0,0,58,0
21835,35776,Sales & Marketing,region_2,Bachelor's,m,other,1,48,5.0,19,1,0,54,0
21836,56446,Procurement,region_2,Master's & above,f,sourcing,1,57,4.0,17,0,0,67,0
21837,78284,Technology,region_22,Bachelor's,m,referred,1,33,3.0,5,1,1,82,0
21838,70045,Operations,region_15,Master's & above,m,sourcing,1,45,5.0,17,0,0,59,0
21839,1965,Operations,region_7,Bachelor's,m,other,1,52,3.0,11,0,0,61,0
21840,68948,Operations,region_28,Bachelor's,m,sourcing,1,32,4.0,6,0,0,59,0
21841,48981,R&D,region_2,Bachelor's,m,other,2,27,,1,1,0,83,0
21842,26254,Sales & Marketing,region_13,Bachelor's,m,other,1,31,4.0,3,1,0,49,1
21843,35441,Procurement,region_22,Bachelor's,f,other,2,28,3.0,2,0,0,73,0
21844,27982,Procurement,region_2,Bachelor's,m,other,1,51,3.0,20,0,0,71,0
21845,72894,Legal,region_16,Bachelor's,m,other,3,31,5.0,3,0,0,65,0
21846,37728,Sales & Marketing,region_26,Bachelor's,m,other,1,28,,1,1,0,54,0
21847,58587,Sales & Marketing,region_27,Bachelor's,m,sourcing,6,36,1.0,2,1,0,53,0
21848,49147,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,32,1.0,4,0,0,51,0
21849,57225,HR,region_7,Master's & above,f,sourcing,1,33,1.0,6,0,0,51,0
21850,5632,Sales & Marketing,region_26,Master's & above,m,other,1,38,4.0,4,0,0,50,0
21851,47742,Procurement,region_2,Below Secondary,f,other,1,25,3.0,2,0,0,93,0
21852,62237,Sales & Marketing,region_9,Master's & above,m,other,1,27,5.0,2,1,0,44,0
21853,47399,R&D,region_22,Master's & above,m,other,1,29,,1,0,0,81,0
21854,30395,Sales & Marketing,region_13,Bachelor's,f,other,2,28,3.0,4,0,0,50,0
21855,53221,Technology,region_2,Master's & above,f,other,1,32,1.0,3,0,0,78,0
21856,35180,Technology,region_16,Bachelor's,f,other,1,44,4.0,14,0,0,79,0
21857,3027,Sales & Marketing,region_7,,m,other,1,22,,1,0,0,51,0
21858,3869,Procurement,region_2,Bachelor's,f,sourcing,1,59,4.0,28,0,0,68,1
21859,74654,Sales & Marketing,region_33,Bachelor's,m,sourcing,2,30,3.0,5,0,0,45,1
21860,26625,Sales & Marketing,region_31,Bachelor's,f,other,1,35,2.0,7,0,0,53,0
21861,40778,Sales & Marketing,region_2,Master's & above,m,other,1,56,4.0,20,0,0,50,0
21862,74148,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,48,3.0,19,0,0,48,1
21863,58819,Finance,region_28,Bachelor's,m,other,1,31,5.0,5,1,0,64,1
21864,26256,Sales & Marketing,region_7,Bachelor's,m,other,1,55,5.0,3,0,0,49,0
21865,36212,Analytics,region_28,Bachelor's,m,sourcing,1,34,3.0,10,0,0,88,0
21866,53284,Technology,region_5,Bachelor's,m,other,1,32,2.0,8,0,0,82,0
21867,53768,Analytics,region_32,Bachelor's,m,other,1,30,1.0,7,0,0,80,1
21868,5733,Sales & Marketing,region_4,Bachelor's,m,other,1,39,1.0,3,0,0,50,0
21869,9470,Sales & Marketing,region_27,Master's & above,m,sourcing,1,40,3.0,5,0,0,45,0
21870,57773,Sales & Marketing,region_13,Bachelor's,m,other,1,37,3.0,2,0,0,54,1
21871,16586,Sales & Marketing,region_13,Bachelor's,f,other,1,37,2.0,9,0,0,49,0
21872,30253,Operations,region_28,Bachelor's,f,sourcing,1,25,,1,1,0,59,0
21873,69676,Sales & Marketing,region_2,Master's & above,f,other,1,56,3.0,13,0,0,50,0
21874,1451,Operations,region_28,Bachelor's,f,sourcing,1,30,2.0,4,0,0,64,0
21875,73050,Operations,region_15,Bachelor's,m,sourcing,1,47,5.0,16,0,0,62,0
21876,61291,Procurement,region_22,Bachelor's,m,sourcing,6,30,3.0,5,0,0,67,0
21877,39042,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,33,5.0,5,0,0,47,0
21878,12426,Operations,region_4,Bachelor's,f,sourcing,1,32,4.0,9,1,0,57,0
21879,20560,Operations,region_31,Bachelor's,m,sourcing,1,43,3.0,4,0,0,63,0
21880,3979,Operations,region_2,Bachelor's,f,sourcing,1,40,3.0,12,0,0,62,0
21881,30121,Operations,region_19,Bachelor's,m,sourcing,3,42,5.0,7,1,0,59,0
21882,19752,Sales & Marketing,region_7,Bachelor's,m,other,2,33,5.0,5,1,0,51,0
21883,28993,Analytics,region_16,Bachelor's,m,other,1,33,1.0,7,1,1,86,0
21884,63116,Sales & Marketing,region_7,Master's & above,m,other,2,49,3.0,5,1,0,48,0
21885,36852,Sales & Marketing,region_26,Master's & above,m,other,1,39,3.0,12,1,0,46,0
21886,13369,Technology,region_7,Bachelor's,m,sourcing,1,29,1.0,2,1,0,84,0
21887,42575,Operations,region_29,Master's & above,m,sourcing,1,37,4.0,3,0,0,59,1
21888,36115,Legal,region_31,Bachelor's,m,sourcing,1,31,2.0,4,0,0,58,0
21889,76716,Procurement,region_17,Master's & above,f,other,1,39,5.0,12,1,0,70,1
21890,41888,Operations,region_16,Bachelor's,m,other,1,34,3.0,6,0,0,60,0
21891,65502,Analytics,region_1,Master's & above,m,other,1,35,4.0,9,1,0,85,0
21892,50848,Sales & Marketing,region_34,Bachelor's,f,sourcing,1,26,3.0,2,1,0,54,0
21893,20561,Technology,region_2,Bachelor's,f,other,2,38,3.0,5,0,0,86,0
21894,21749,Finance,region_2,Bachelor's,m,other,2,23,,1,0,0,61,0
21895,64539,Analytics,region_22,,f,sourcing,1,27,3.0,7,0,0,87,0
21896,2921,Technology,region_22,Bachelor's,f,other,1,28,2.0,4,0,0,76,0
21897,37209,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,35,4.0,7,0,0,53,0
21898,8583,Procurement,region_11,Bachelor's,m,other,2,40,3.0,5,1,1,67,0
21899,51606,Finance,region_22,Bachelor's,m,sourcing,1,32,1.0,2,0,0,62,1
21900,71895,HR,region_2,Master's & above,m,other,1,36,3.0,10,0,0,50,1
21901,33511,Analytics,region_15,Bachelor's,m,sourcing,1,37,5.0,7,1,0,82,0
21902,22797,Technology,region_4,Master's & above,f,sourcing,1,40,4.0,4,0,0,71,0
21903,64849,Procurement,region_15,Bachelor's,m,other,1,31,5.0,3,1,0,66,0
21904,63095,Sales & Marketing,region_7,Bachelor's,m,other,1,24,4.0,2,1,0,50,1
21905,62975,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,1.0,2,0,0,52,0
21906,27475,Technology,region_2,Master's & above,f,other,1,56,2.0,5,1,0,78,0
21907,73744,Procurement,region_21,Bachelor's,m,sourcing,1,36,3.0,7,0,0,69,0
21908,71145,Finance,region_2,Bachelor's,m,sourcing,1,33,5.0,4,1,0,58,0
21909,27871,Operations,region_25,Bachelor's,m,sourcing,1,31,3.0,6,0,0,55,0
21910,77922,HR,region_2,Bachelor's,m,other,1,31,1.0,2,0,0,53,0
21911,10935,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,4.0,14,0,0,52,0
21912,23087,Analytics,region_11,Master's & above,m,other,1,36,4.0,10,1,0,83,0
21913,28912,Sales & Marketing,region_2,Master's & above,f,sourcing,1,50,5.0,19,1,0,44,0
21914,23002,Procurement,region_5,Bachelor's,m,other,1,30,3.0,4,0,0,69,0
21915,60898,Operations,region_7,Master's & above,f,sourcing,1,46,3.0,7,0,0,71,0
21916,47847,Procurement,region_16,Bachelor's,m,other,1,34,5.0,6,1,0,70,0
21917,23280,HR,region_2,,f,other,1,24,,1,0,0,48,0
21918,74139,Finance,region_2,Bachelor's,m,other,2,33,3.0,4,0,0,61,0
21919,9537,Operations,region_2,Master's & above,f,other,2,56,3.0,6,1,0,58,0
21920,21378,Sales & Marketing,region_19,Master's & above,m,sourcing,1,36,2.0,9,0,0,45,0
21921,20880,Technology,region_7,Bachelor's,m,other,1,31,1.0,6,0,0,80,0
21922,60315,Analytics,region_4,Master's & above,m,other,1,37,4.0,10,1,0,86,0
21923,48660,Analytics,region_1,Bachelor's,m,sourcing,3,27,,1,1,0,78,0
21924,69336,Operations,region_11,Bachelor's,m,sourcing,1,35,5.0,7,0,0,60,0
21925,70454,Operations,region_15,Bachelor's,m,sourcing,4,30,3.0,8,0,0,64,0
21926,2040,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,25,3.0,2,0,0,65,0
21927,26583,Operations,region_11,Bachelor's,m,sourcing,1,31,5.0,5,0,0,62,0
21928,3265,Sales & Marketing,region_26,Bachelor's,m,other,1,32,5.0,6,0,0,52,1
21929,34804,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,38,1.0,3,0,0,49,0
21930,48373,Analytics,region_27,Bachelor's,f,other,2,27,3.0,4,0,0,84,0
21931,64095,Finance,region_30,Bachelor's,f,other,1,28,2.0,2,0,0,74,1
21932,73719,Technology,region_22,Bachelor's,m,other,2,41,2.0,5,1,0,82,0
21933,27462,Operations,region_15,Bachelor's,m,sourcing,1,40,4.0,5,0,0,64,0
21934,21247,Technology,region_2,Bachelor's,m,other,1,44,3.0,7,0,0,80,0
21935,66538,Sales & Marketing,region_1,Master's & above,f,sourcing,1,31,5.0,7,1,0,47,1
21936,43452,Operations,region_15,,f,other,1,34,5.0,8,1,0,58,0
21937,67521,Sales & Marketing,region_26,Master's & above,m,sourcing,1,34,5.0,6,1,1,44,0
21938,104,Operations,region_2,Bachelor's,f,sourcing,1,53,3.0,7,0,0,59,0
21939,42174,Finance,region_29,Bachelor's,m,other,1,31,3.0,4,1,0,60,0
21940,37941,Sales & Marketing,region_1,Master's & above,f,sourcing,1,30,4.0,8,0,0,43,0
21941,72245,Sales & Marketing,region_2,Master's & above,m,other,1,46,2.0,4,0,0,46,0
21942,20692,Analytics,region_7,Bachelor's,m,other,2,36,5.0,2,1,0,87,0
21943,39651,Procurement,region_7,Bachelor's,m,other,2,29,3.0,3,0,0,72,0
21944,17379,Operations,region_21,Bachelor's,m,other,1,37,5.0,4,0,0,61,0
21945,36603,Technology,region_2,Bachelor's,f,referred,1,53,3.0,7,0,0,80,0
21946,61252,Procurement,region_2,Master's & above,f,other,1,35,1.0,7,0,0,67,1
21947,26132,Technology,region_7,Below Secondary,f,sourcing,1,25,3.0,4,0,1,82,0
21948,68377,Procurement,region_15,Master's & above,f,other,1,31,3.0,5,0,0,73,1
21949,14162,Sales & Marketing,region_11,Master's & above,m,sourcing,1,30,3.0,5,0,0,50,0
21950,25435,Technology,region_33,Bachelor's,f,other,1,32,5.0,7,1,0,81,0
21951,56717,Sales & Marketing,region_7,Master's & above,f,sourcing,1,35,4.0,10,0,0,50,0
21952,3137,Technology,region_5,Master's & above,m,other,1,30,3.0,4,0,0,75,0
21953,35845,Sales & Marketing,region_3,Bachelor's,m,other,1,42,4.0,12,0,0,46,0
21954,25892,Analytics,region_13,Bachelor's,f,other,1,28,,1,0,0,85,0
21955,17800,Technology,region_22,Bachelor's,m,other,2,36,1.0,7,0,0,78,1
21956,34520,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,27,1.0,5,0,0,50,1
21957,41191,Operations,region_2,Master's & above,m,other,1,54,3.0,10,1,0,61,0
21958,3114,Technology,region_22,Master's & above,m,other,1,30,1.0,2,0,0,78,0
21959,23554,Analytics,region_15,Bachelor's,m,sourcing,2,27,1.0,2,0,0,85,0
21960,37737,Sales & Marketing,region_12,Bachelor's,m,other,1,37,4.0,6,0,0,50,0
21961,76252,Sales & Marketing,region_2,Bachelor's,m,other,1,45,1.0,4,0,0,50,0
21962,5318,Operations,region_22,Bachelor's,f,sourcing,1,42,5.0,13,0,0,58,1
21963,42664,Sales & Marketing,region_15,,m,sourcing,1,24,3.0,2,1,1,53,0
21964,2333,Analytics,region_20,Bachelor's,m,sourcing,1,27,4.0,5,1,0,79,0
21965,64634,Procurement,region_26,Bachelor's,m,other,1,55,2.0,6,1,0,73,0
21966,77330,Analytics,region_27,Bachelor's,f,other,1,29,,1,0,0,85,0
21967,54881,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,1.0,4,0,0,54,1
21968,70490,Sales & Marketing,region_24,Master's & above,m,other,1,31,3.0,5,1,1,52,0
21969,36275,Finance,region_7,Bachelor's,m,other,2,30,2.0,2,0,0,62,1
21970,4759,Operations,region_2,Bachelor's,f,sourcing,1,28,3.0,2,1,0,57,0
21971,47979,Analytics,region_11,Bachelor's,m,sourcing,1,27,,1,0,0,81,1
21972,28370,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,33,1.0,4,0,0,50,1
21973,33131,Operations,region_2,Bachelor's,m,sourcing,1,27,5.0,2,0,0,60,0
21974,25835,Sales & Marketing,region_7,Bachelor's,m,other,3,27,1.0,4,0,0,43,0
21975,68383,Technology,region_16,Master's & above,m,other,1,33,3.0,6,1,0,77,1
21976,49975,Technology,region_2,Master's & above,f,other,1,38,3.0,6,0,0,83,1
21977,1648,Analytics,region_23,Bachelor's,m,sourcing,1,33,5.0,7,0,0,84,1
21978,65939,Analytics,region_2,Bachelor's,m,other,3,34,5.0,4,0,0,81,1
21979,11686,Analytics,region_24,Bachelor's,m,sourcing,1,31,3.0,4,0,0,82,0
21980,29755,Sales & Marketing,region_17,Master's & above,m,sourcing,2,36,2.0,10,0,0,50,0
21981,23716,Sales & Marketing,region_19,Bachelor's,m,other,1,32,2.0,4,1,0,46,0
21982,11326,Technology,region_15,Master's & above,m,sourcing,1,46,3.0,12,1,0,80,0
21983,18110,Operations,region_20,Master's & above,m,other,1,31,3.0,7,1,0,63,1
21984,41580,HR,region_7,Bachelor's,m,other,1,33,4.0,4,0,0,49,0
21985,25075,Procurement,region_23,Bachelor's,f,other,1,33,4.0,7,1,0,66,1
21986,36706,Operations,region_22,Bachelor's,m,sourcing,1,29,,1,1,0,58,0
21987,58539,Procurement,region_13,Bachelor's,m,other,1,29,1.0,7,0,0,72,0
21988,9353,Sales & Marketing,region_25,Bachelor's,m,other,2,31,3.0,5,0,0,47,0
21989,42329,Technology,region_2,Bachelor's,m,other,1,38,3.0,8,0,0,78,0
21990,21482,Operations,region_4,Master's & above,f,other,1,46,5.0,7,1,0,63,0
21991,42443,Operations,region_26,Master's & above,f,sourcing,1,36,1.0,4,0,0,62,0
21992,8078,Technology,region_6,Bachelor's,f,sourcing,1,28,4.0,2,0,0,83,1
21993,73369,Procurement,region_27,Master's & above,m,other,1,36,3.0,7,1,1,70,0
21994,40850,Procurement,region_14,Master's & above,f,sourcing,1,35,3.0,9,0,0,70,0
21995,48128,Sales & Marketing,region_21,Master's & above,m,other,1,53,1.0,15,0,0,46,0
21996,50808,Technology,region_20,Master's & above,m,other,1,33,4.0,7,1,0,80,0
21997,41062,Finance,region_4,Bachelor's,m,other,1,28,,1,0,0,60,0
21998,31445,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,27,3.0,2,0,0,48,1
21999,18512,Procurement,region_2,Master's & above,m,sourcing,1,42,5.0,11,1,0,67,0
22000,76648,Sales & Marketing,region_23,Bachelor's,f,other,1,34,3.0,9,0,0,50,0
22001,42814,Finance,region_22,Bachelor's,f,sourcing,1,29,5.0,6,1,0,59,0
22002,62435,HR,region_2,Bachelor's,m,other,1,55,4.0,12,0,0,46,0
22003,51860,Sales & Marketing,region_16,,m,other,2,25,3.0,2,0,0,49,1
22004,43829,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,41,1.0,7,0,0,52,1
22005,57718,Sales & Marketing,region_7,Master's & above,f,other,1,40,4.0,5,0,0,50,0
22006,20966,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,33,3.0,7,0,0,50,0
22007,55278,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,48,5.0,7,1,0,46,0
22008,23055,Technology,region_17,Master's & above,m,other,1,37,2.0,10,0,0,79,0
22009,1877,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,25,4.0,4,0,0,57,0
22010,29753,Procurement,region_2,Bachelor's,f,sourcing,3,29,3.0,6,0,0,70,0
22011,26646,HR,region_2,Bachelor's,f,other,1,24,,1,0,0,51,1
22012,41193,Finance,region_32,Bachelor's,f,sourcing,1,29,3.0,2,1,0,59,1
22013,9516,Operations,region_28,Master's & above,m,other,1,32,5.0,5,1,0,59,0
22014,54465,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,3.0,14,0,0,51,0
22015,6967,Analytics,region_22,Bachelor's,m,other,1,31,5.0,5,1,0,82,0
22016,57403,Sales & Marketing,region_13,Bachelor's,m,other,1,32,2.0,8,0,0,48,0
22017,3680,Technology,region_15,Bachelor's,m,other,1,36,3.0,3,0,0,79,0
22018,60460,Analytics,region_2,Master's & above,m,other,1,41,5.0,5,0,0,85,0
22019,16240,Sales & Marketing,region_26,Bachelor's,m,other,1,42,2.0,6,0,0,46,0
22020,66727,Procurement,region_2,Bachelor's,f,sourcing,1,49,3.0,5,0,0,68,0
22021,1113,Analytics,region_20,Bachelor's,m,other,2,30,,1,0,0,85,1
22022,28962,Sales & Marketing,region_9,Master's & above,m,other,1,31,4.0,2,0,0,52,0
22023,54454,Sales & Marketing,region_2,,m,sourcing,1,39,3.0,3,0,0,51,0
22024,27964,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,,1,1,0,51,0
22025,65507,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,5.0,5,1,0,51,0
22026,75774,Procurement,region_10,Master's & above,f,other,1,35,1.0,7,0,0,68,0
22027,33107,Analytics,region_26,Bachelor's,m,sourcing,1,25,2.0,2,0,0,81,0
22028,66663,Sales & Marketing,region_22,,f,other,2,26,3.0,3,0,0,50,0
22029,71581,Procurement,region_22,Master's & above,f,other,1,32,5.0,4,1,0,67,0
22030,41755,Sales & Marketing,region_33,Master's & above,m,other,1,31,1.0,5,1,0,52,0
22031,4778,Sales & Marketing,region_2,Master's & above,m,sourcing,3,32,1.0,5,0,0,51,0
22032,12194,Operations,region_15,Bachelor's,m,other,1,32,4.0,2,0,0,61,0
22033,9096,Sales & Marketing,region_7,Master's & above,m,other,1,44,4.0,16,0,0,47,0
22034,15863,Operations,region_13,Bachelor's,m,other,1,34,2.0,7,0,0,62,0
22035,41126,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,37,3.0,5,0,0,46,0
22036,58137,Operations,region_25,Master's & above,f,sourcing,1,33,4.0,3,0,0,59,0
22037,66617,Analytics,region_23,Bachelor's,m,sourcing,1,41,5.0,3,1,0,88,0
22038,69556,Finance,region_2,Bachelor's,m,sourcing,1,31,4.0,7,1,0,65,0
22039,48466,Operations,region_15,Bachelor's,m,sourcing,1,46,3.0,15,0,0,58,0
